"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.908485856905158","0.45687188019966724","0.3438215102974828","0.0","62","7","false","Q9NX04","3.3870967741935485","0","62","0","0.9764384462110475","false","0","Q9NX04","164748","0.016129032258064516"
"0.0","0.0","0.0","0.0","0","0","true","A6NCS4","0.0","0","0","0","Infinity","false","0","A6NCS4","0","0.0"
"1.5","0.0","0.6666666666666666","0.0","1","2","false","A6ND01","2.0","0","1","0","0.75","false","0","A6ND01","0","0.0"
"1.0","1.0","1.0","0.0","2","1","false","Q8IYV9-1","1.0","0","2","0","1.0","false","0","Q8IYV9-1","2","0.0"
"6.321329639889196","0.0","0.1581945661700263","0.0","1","9","false","A6ND36","8.0","0","1","0","0.9552829442026117","false","0","A6ND36","0","0.0"
"5.32409972299169","0.038457987072945524","0.1878251821019771","0.0","8","8","false","P48729","1.125","0","8","0","0.9636630275378849","false","0","P48729","4998","0.125"
"1.0","0.0","1.0","0.0","2","1","false","A6NDB9","1.0","0","2","1","1.0","false","0","A6NDB9","0","0.0"
"1.0","0.0","1.0","0.0","2","1","false","Q6IA17","1.0","0","2","1","1.0","false","0","Q6IA17","0","0.0"
"1.8333333333333333","0.0","0.5454545454545455","0.0","1","2","false","A6NDE4","6.0","0","1","0","0.8611111111111112","false","0","A6NDE4","0","0.0"
"1.0","1.0","1.0","0.0","6","1","false"," Y chromosome","1.0","0","6","0","1.0","false","0"," Y chromosome","30","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NDG6","0.0","0","0","0","Infinity","false","0","A6NDG6","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NDV4","0.0","0","0","0","Infinity","false","0","A6NDV4","0","0.0"
"1.0","0.0","1.0","0.0","2","1","false","A6NED2","1.0","0","2","1","1.0","false","0","A6NED2","0","0.0"
"1.0","0.0","1.0","0.0","2","1","false","Q8N371","1.0","0","2","1","1.0","false","0","Q8N371","0","0.0"
"3.880199667221298","0.026450360510260677","0.25771869639794165","0.0","7","8","false","A6NEM1","10.0","0","7","0","0.9644419794170211","false","0","A6NEM1","9538","0.14285714285714285"
"1.0","0.0","1.0","0.0","1","1","false","A6NFA1","1.0","0","1","0","1.0","false","0","A6NFA1","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false"," kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)""","1.0","0","1","0","1.0","false","0"," kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)""","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NFQ2","0.0","0","0","0","Infinity","false","0","A6NFQ2","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NFX1","0.0","0","0","0","Infinity","false","0","A6NFX1","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false","A6NFY7","1.0","0","1","0","1.0","false","0","A6NFY7","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false"," mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)""","1.0","0","1","0","1.0","false","0"," mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)""","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NGG8","0.0","0","0","0","Infinity","false","0","A6NGG8","0","0.0"
"3.437603993344426","0.0","0.2909002904162633","0.0","1","7","false","A6NGQ2","81.0","0","1","0","0.9699061235389577","false","0","A6NGQ2","0","0.0"
"2.4392678868552413","0.8921519689406545","0.4099590723055934","0.0","81","6","false","Q9NYB9-2","4.209876543209877","0","81","0","0.982231260656108","false","0","Q9NYB9-2","321710","0.012345679012345678"
"1.0","0.0","1.0","0.0","1","1","false","A6NGU5","1.0","0","1","0","1.0","false","0","A6NGU5","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false"," Putative glutathione hydrolase 3 light chain]","1.0","0","1","0","1.0","false","0"," Putative glutathione hydrolase 3 light chain]","0","0.0"
"0.0","0.0","0.0","0.0","0","0","true","A6NHL2","0.0","0","0","0","Infinity","false","0","A6NHL2","0","0.0"
"3.4583333333333335","0.0","0.2891566265060241","0.0","1","5","false","A6NHR9","2.0","0","1","0","0.905448717948718","false","0","A6NHR9","0","0.0"
